County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Johnson County,IA,1621,301,297,1324,963,355,6,1733.0,342.0,308.0,1425.0,1035.0,381.0,9.0,1601.0,224.0,296.0,1305.0,906.0,387.0,12.0,1725.0,207.0,394.0,1331.0,879.0,439.0,13.0,1696.0,220.0,186.0,1510.0,1006.0,495.0,9.0,1379.0,215.0,89.0,1290.0,810.0,470.0,10.0,1721.0,133.0,128.0,1593.0,842.0,742.0,9.0,1792.0,107.0,50.0,1742.0,766.0,976.0,0.0,1923.0,101.0,65.0,1858.0,758.0,1100.0,0.0,1975.0,135.0,99.0,1876.0,737.0,1139.0,0.0,1939.0,112.0,65.0,1874.0,816.0,1058.0,0.0,1122,1104,1086,1031,984,972,968,929,879,870,860,14514.0,25345.0,148461.0,14521.0,24608.0,146977.0,15112.0,24647.0,145970.0,14711.0,24183.0,144779.0,15011.0,24603.0,143036.0,15019.0,25469.0,140737.0,15196.0,24728.0,138866.0,14800.0,24026.0,136123.0,14466.0,23911.0,133721.0,14709.0,23537.0,131346.0,40848.0,22733.0,128680.0,68217.0,4876.0,67211.0,4997.0,66163.0,4749.0,65124.0,4551.0,64901.0,4471.0,63623.0,4489.0,62280.0,4117.0,60952.0,3529.0,59551.0,3008.0,57997.0,2571.0,57280.0,2430.0,IA-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson County,IN,4584,365,1138,3446,2733,700,13,4398.0,387.0,804.0,3594.0,2813.0,756.0,25.0,3688.0,371.0,597.0,3091.0,2545.0,526.0,20.0,3047.0,215.0,662.0,2385.0,1805.0,557.0,23.0,4037.0,271.0,780.0,3257.0,2499.0,735.0,23.0,3904.0,241.0,537.0,3367.0,2571.0,776.0,20.0,3576.0,244.0,443.0,3133.0,2288.0,822.0,23.0,3655.0,330.0,443.0,3212.0,2237.0,952.0,23.0,4179.0,427.0,561.0,3618.0,2287.0,1309.0,22.0,4197.0,488.0,472.0,3725.0,2265.0,1435.0,25.0,4081.0,365.0,329.0,3752.0,2385.0,1367.0,0.0,1271,1208,1155,1056,986,955,927,896,863,849,841,5290.0,12119.0,162877.0,5213.0,11600.0,160487.0,5569.0,11886.0,158665.0,5311.0,11896.0,156591.0,5043.0,11915.0,153247.0,4627.0,11196.0,150832.0,4943.0,12915.0,148930.0,5040.0,13820.0,146807.0,4784.0,13473.0,144953.0,5182.0,14205.0,142977.0,38308.0,15320.0,141024.0,65915.0,3361.0,64800.0,3287.0,63818.0,3544.0,62781.0,3306.0,61690.0,3818.0,60915.0,4287.0,60206.0,4429.0,59511.0,4644.0,58747.0,5034.0,58189.0,4919.0,57738.0,4865.0,IN-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson County,KS,250,54,58,192,166,26,0,235.0,32.0,50.0,185.0,120.0,65.0,0.0,212.0,20.0,45.0,167.0,116.0,51.0,0.0,157.0,21.0,32.0,125.0,98.0,27.0,0.0,180.0,19.0,24.0,156.0,133.0,23.0,0.0,189.0,32.0,39.0,150.0,129.0,21.0,0.0,168.0,19.0,38.0,130.0,92.0,38.0,0.0,130.0,3.0,17.0,113.0,84.0,29.0,0.0,153.0,0.0,10.0,143.0,100.0,43.0,0.0,174.0,6.0,23.0,151.0,94.0,57.0,0.0,167.0,6.0,7.0,160.0,74.0,86.0,0.0,1434,1385,1312,1201,1147,1109,1065,1020,978,947,932,16726.0,33284.0,614986.0,15352.0,32476.0,608815.0,14841.0,31858.0,604521.0,14754.0,30852.0,599517.0,13013.0,28855.0,591873.0,13830.0,31422.0,585678.0,14953.0,32365.0,579887.0,15116.0,32267.0,573135.0,15496.0,34189.0,566366.0,15440.0,34556.0,560643.0,98790.0,35995.0,554029.0,259655.0,10124.0,255320.0,10543.0,252108.0,10917.0,248854.0,10905.0,244796.0,11197.0,241767.0,13175.0,238666.0,12424.0,235821.0,11573.0,233108.0,11041.0,231029.0,11294.0,229347.0,11521.0,KS-505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson County,TX,2463,424,967,1496,1286,190,20,2776.0,368.0,1088.0,1688.0,1479.0,189.0,20.0,1665.0,196.0,479.0,1186.0,1047.0,120.0,19.0,1300.0,165.0,479.0,821.0,665.0,137.0,19.0,2126.0,247.0,803.0,1323.0,1118.0,185.0,20.0,2028.0,320.0,560.0,1468.0,1263.0,185.0,20.0,2015.0,278.0,678.0,1337.0,1228.0,89.0,20.0,1941.0,234.0,390.0,1551.0,1294.0,237.0,20.0,1938.0,189.0,423.0,1515.0,1088.0,407.0,20.0,1914.0,136.0,217.0,1697.0,1245.0,432.0,20.0,2425.0,331.0,184.0,2241.0,1273.0,948.0,20.0,1398,1343,1271,1134,1047,1008,968,934,907,883,881,10287.0,19224.0,192263.0,10331.0,19933.0,185709.0,9667.0,19045.0,179607.0,8819.0,18105.0,173947.0,8593.0,17394.0,168168.0,7271.0,16799.0,164022.0,7868.0,16991.0,160311.0,8270.0,17201.0,156988.0,9178.0,18706.0,154394.0,9038.0,18392.0,152222.0,47480.0,18846.0,150512.0,70796.0,5289.0,68594.0,5117.0,66715.0,4418.0,65065.0,4150.0,62881.0,4611.0,62000.0,4690.0,61147.0,4714.0,60389.0,4922.0,59078.0,5198.0,58451.0,4766.0,57886.0,4631.0,TX-601,8291972.0,8534796.0,8783312.0,8305439.0,8877356.0,9500581.0,13604830.0,15423586.0,15890396.0,15909151.0,20429152.0
Johnston County,NC,992,144,141,851,763,88,0,916.0,354.0,463.0,453.0,375.0,78.0,0.0,1534.0,308.0,1160.0,374.0,254.0,120.0,0.0,912.0,102.0,473.0,439.0,323.0,116.0,0.0,974.0,103.0,232.0,742.0,526.0,216.0,0.0,970.0,126.0,236.0,734.0,554.0,180.0,0.0,983.0,121.0,192.0,791.0,604.0,187.0,0.0,884.0,91.0,188.0,696.0,547.0,149.0,0.0,818.0,149.0,138.0,680.0,535.0,145.0,0.0,904.0,90.0,148.0,756.0,533.0,223.0,0.0,1170.0,98.0,124.0,1046.0,718.0,328.0,0.0,1146,1007,970,890,835,857,848,827,787,774,781,10230.0,24646.0,231746.0,10210.0,25065.0,223985.0,9372.0,23185.0,216578.0,10307.0,26252.0,209221.0,9561.0,24572.0,200982.0,9775.0,24414.0,194905.0,10493.0,25213.0,189205.0,11594.0,26622.0,184212.0,12055.0,26272.0,180110.0,13335.0,27086.0,176384.0,63703.0,28390.0,173374.0,91218.0,5627.0,88314.0,6021.0,85278.0,5891.0,82238.0,6117.0,77575.0,6243.0,75438.0,6470.0,73685.0,6531.0,72140.0,6739.0,70272.0,7053.0,69430.0,7480.0,68748.0,7415.0,NC-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones County,MS,469,74,219,250,210,40,0,412.0,86.0,221.0,191.0,179.0,12.0,0.0,342.0,43.0,140.0,202.0,184.0,18.0,0.0,268.0,51.0,123.0,145.0,112.0,33.0,0.0,447.0,63.0,227.0,220.0,202.0,18.0,0.0,480.0,31.0,189.0,291.0,210.0,81.0,0.0,560.0,58.0,263.0,297.0,223.0,74.0,0.0,697.0,33.0,246.0,451.0,299.0,152.0,0.0,785.0,57.0,306.0,479.0,257.0,222.0,0.0,809.0,85.0,243.0,566.0,244.0,322.0,0.0,954.0,45.0,254.0,700.0,343.0,357.0,0.0,869,810,779,719,714,690,673,639,606,614,618,5889.0,12175.0,64969.0,6630.0,13571.0,65276.0,5907.0,13933.0,65533.0,6160.0,14339.0,66018.0,6033.0,14563.0,66809.0,6170.0,14483.0,66802.0,6612.0,14321.0,66926.0,7030.0,14425.0,66902.0,7932.0,15859.0,66887.0,7930.0,15197.0,66855.0,32884.0,15477.0,66636.0,28826.0,3869.0,28710.0,4110.0,28620.0,4297.0,28541.0,4454.0,29190.0,4335.0,29095.0,4237.0,28982.0,4208.0,28879.0,4216.0,28613.0,3743.0,28564.0,4003.0,28528.0,4176.0,MS-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josephine County,OR,6462,1966,5065,1397,1034,363,0,5365.0,1366.0,3919.0,1446.0,1238.0,208.0,0.0,4057.0,963.0,2886.0,1171.0,829.0,342.0,0.0,1305.0,211.0,0.0,1305.0,1011.0,294.0,0.0,5642.0,1116.0,4296.0,1346.0,842.0,504.0,0.0,7103.0,1603.0,5039.0,2064.0,1099.0,965.0,0.0,6392.0,1503.0,4534.0,1858.0,1042.0,816.0,0.0,5795.0,737.0,3769.0,2026.0,1036.0,990.0,0.0,5710.0,1078.0,3851.0,1859.0,1077.0,782.0,0.0,5544.0,1457.0,3302.0,2242.0,1257.0,985.0,0.0,4122.0,653.0,1778.0,2344.0,1272.0,1072.0,0.0,1194,1157,1093,989,930,908,860,847,834,837,823,6184.0,13581.0,87095.0,6046.0,13713.0,86864.0,6539.0,13981.0,86776.0,6543.0,13965.0,86479.0,6659.0,13715.0,85729.0,7818.0,15384.0,84901.0,7866.0,15670.0,84411.0,7335.0,15529.0,83480.0,7885.0,16177.0,83079.0,7429.0,16627.0,82550.0,38908.0,16144.0,82044.0,39503.0,2788.0,39217.0,2881.0,38939.0,2729.0,38704.0,2556.0,39362.0,2756.0,39103.0,2736.0,38853.0,2875.0,38603.0,2989.0,38089.0,3311.0,38028.0,3501.0,38015.0,3828.0,OR-505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalamazoo County,MI,664,96,122,542,452,90,0,635.0,106.0,163.0,472.0,396.0,76.0,0.0,488.0,113.0,124.0,364.0,318.0,46.0,0.0,342.0,41.0,0.0,342.0,278.0,64.0,0.0,639.0,160.0,143.0,496.0,439.0,57.0,0.0,702.0,89.0,173.0,529.0,472.0,57.0,0.0,567.0,129.0,53.0,514.0,446.0,68.0,0.0,479.0,26.0,28.0,451.0,396.0,55.0,0.0,374.0,18.0,8.0,366.0,267.0,99.0,0.0,568.0,22.0,8.0,560.0,328.0,232.0,0.0,681.0,54.0,10.0,671.0,465.0,206.0,0.0,1093,1049,994,891,846,812,794,762,736,722,726,16978.0,32277.0,254983.0,16784.0,33669.0,254043.0,16623.0,33911.0,253778.0,17196.0,36150.0,253356.0,17895.0,36923.0,256153.0,18450.0,38054.0,254596.0,19491.0,40825.0,252921.0,18869.0,41981.0,251065.0,19694.0,43657.0,249686.0,20074.0,45473.0,248202.0,93358.0,46996.0,246506.0,114908.0,7798.0,114463.0,8212.0,114093.0,8296.0,113570.0,8271.0,112585.0,8307.0,112108.0,8663.0,111646.0,8837.0,111278.0,8916.0,110622.0,9033.0,110196.0,9855.0,110113.0,10071.0,MI-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanawha County,WV,335,81,142,193,178,15,0,293.0,59.0,87.0,206.0,177.0,29.0,0.0,298.0,52.0,22.0,276.0,250.0,26.0,0.0,263.0,55.0,29.0,234.0,204.0,30.0,0.0,294.0,31.0,13.0,281.0,251.0,30.0,0.0,293.0,50.0,2.0,291.0,259.0,32.0,0.0,317.0,31.0,57.0,260.0,206.0,54.0,0.0,319.0,65.0,49.0,270.0,219.0,51.0,0.0,320.0,40.0,32.0,288.0,229.0,59.0,0.0,385.0,58.0,44.0,341.0,226.0,115.0,0.0,360.0,51.0,13.0,347.0,244.0,103.0,0.0,906,879,868,798,749,747,735,712,703,698,688,11908.0,27300.0,173353.0,12966.0,28216.0,175075.0,13575.0,29058.0,176803.0,13084.0,29453.0,179117.0,14146.0,30529.0,177827.0,14778.0,30967.0,180094.0,13825.0,31218.0,182374.0,13451.0,30401.0,184550.0,13120.0,29779.0,186226.0,13129.0,29703.0,187422.0,65303.0,28349.0,188535.0,90408.0,13949.0,90388.0,13582.0,90524.0,13272.0,90662.0,13743.0,92339.0,14202.0,92409.0,13339.0,92463.0,13026.0,92487.0,12220.0,92454.0,10746.0,92446.0,10196.0,92438.0,9907.0,WV-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kane County,IL,563,113,122,441,422,19,0,461.0,136.0,51.0,410.0,399.0,11.0,0.0,391.0,92.0,57.0,334.0,318.0,16.0,0.0,251.0,68.0,51.0,200.0,195.0,5.0,0.0,410.0,101.0,65.0,345.0,328.0,17.0,0.0,388.0,126.0,45.0,343.0,320.0,23.0,0.0,430.0,145.0,25.0,405.0,337.0,68.0,0.0,360.0,63.0,25.0,335.0,268.0,67.0,0.0,355.0,76.0,14.0,341.0,286.0,55.0,0.0,388.0,87.0,14.0,374.0,304.0,70.0,0.0,405.0,95.0,46.0,359.0,278.0,81.0,0.0,1453,1404,1335,1230,1187,1148,1133,1080,1043,1011,1002,17796.0,40407.0,511065.0,17004.0,42101.0,510174.0,16867.0,42558.0,511042.0,17375.0,43229.0,512156.0,18079.0,44469.0,525065.0,19634.0,49371.0,525417.0,21336.0,52281.0,524493.0,21728.0,54558.0,522768.0,22224.0,57312.0,520150.0,22491.0,59033.0,518550.0,148949.0,59471.0,515192.0,190921.0,6215.0,189918.0,6722.0,188854.0,6535.0,187852.0,6589.0,189301.0,7456.0,187967.0,8330.0,186759.0,8709.0,185566.0,9636.0,184075.0,10357.0,183384.0,10905.0,182852.0,11536.0,IL-517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kankakee County,IL,266,13,80,186,133,53,0,170.0,3.0,51.0,119.0,88.0,31.0,0.0,157.0,3.0,51.0,106.0,75.0,31.0,0.0,151.0,2.0,65.0,86.0,60.0,26.0,0.0,123.0,10.0,32.0,91.0,69.0,22.0,0.0,94.0,3.0,35.0,59.0,40.0,19.0,0.0,92.0,5.0,22.0,70.0,49.0,21.0,0.0,108.0,5.0,32.0,76.0,49.0,27.0,0.0,133.0,5.0,12.0,121.0,54.0,67.0,0.0,122.0,12.0,24.0,98.0,43.0,55.0,0.0,118.0,3.0,4.0,114.0,53.0,61.0,0.0,1097,1075,1025,954,906,887,869,851,828,820,808,6734.0,12498.0,102444.0,6615.0,12883.0,102681.0,7445.0,14520.0,103408.0,6562.0,13744.0,103860.0,6428.0,13721.0,105504.0,6884.0,15039.0,106111.0,7609.0,15794.0,106517.0,7397.0,16059.0,106135.0,7919.0,16800.0,106808.0,8906.0,17365.0,107602.0,37705.0,17207.0,108284.0,45415.0,4419.0,45396.0,4501.0,45312.0,4721.0,45288.0,4942.0,45626.0,5329.0,45562.0,5766.0,45515.0,5465.0,45400.0,5161.0,45182.0,4702.0,45184.0,4304.0,45189.0,3759.0,IL-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kauai County,HI,7140,713,1276,5864,5824,40,0,2195.0,724.0,1542.0,653.0,543.0,110.0,0.0,2022.0,784.0,1394.0,628.0,521.0,107.0,0.0,636.0,95.0,0.0,636.0,527.0,109.0,0.0,2010.0,709.0,1304.0,706.0,399.0,307.0,0.0,1995.0,627.0,1237.0,758.0,473.0,285.0,0.0,2035.0,597.0,1330.0,705.0,485.0,220.0,0.0,2261.0,641.0,1476.0,785.0,283.0,502.0,0.0,2981.0,859.0,2135.0,846.0,239.0,607.0,0.0,2717.0,666.0,1904.0,813.0,262.0,551.0,0.0,2206.0,567.0,1472.0,734.0,281.0,453.0,0.0,1870,1810,1686,1525,1423,1375,1333,1308,1279,1267,1265,3505.0,6630.0,72935.0,3125.0,6414.0,72848.0,3095.0,6040.0,72772.0,3168.0,6618.0,72329.0,2880.0,5616.0,71165.0,2879.0,5752.0,70984.0,2827.0,5985.0,70565.0,2955.0,6420.0,70309.0,3018.0,6703.0,69628.0,3619.0,7384.0,68894.0,19761.0,7920.0,67669.0,30471.0,6839.0,30392.0,6927.0,30236.0,7258.0,30147.0,7479.0,31261.0,7930.0,31016.0,8358.0,30793.0,8269.0,30633.0,8070.0,30388.0,7958.0,30238.0,7833.0,30112.0,7717.0,HI-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaufman County,TX,3718,663,1086,2632,1557,1021,54,4244.0,687.0,1184.0,3060.0,1815.0,1199.0,46.0,4410.0,1009.0,1380.0,3030.0,2451.0,533.0,46.0,4570.0,792.0,1432.0,3138.0,2611.0,497.0,30.0,4471.0,505.0,1619.0,2852.0,1938.0,864.0,50.0,4538.0,533.0,1452.0,3086.0,2044.0,993.0,49.0,4121.0,587.0,1341.0,2780.0,1972.0,785.0,23.0,3789.0,542.0,1087.0,2702.0,1897.0,786.0,19.0,3810.0,597.0,739.0,3071.0,1968.0,1080.0,23.0,3141.0,615.0,363.0,2778.0,1775.0,980.0,23.0,3514.0,489.0,242.0,3272.0,2072.0,1176.0,24.0,1554,1408,1286,1167,1087,1044,979,933,916,902,889,7821.0,16548.0,170891.0,7866.0,15419.0,158990.0,7394.0,14486.0,148029.0,7156.0,13877.0,138519.0,6530.0,13751.0,128053.0,5351.0,13864.0,122078.0,5663.0,15272.0,117258.0,4881.0,14073.0,113269.0,5353.0,15160.0,110266.0,5421.0,15016.0,107490.0,33465.0,14628.0,105499.0,54130.0,3140.0,52744.0,3041.0,51145.0,3246.0,49393.0,3204.0,42292.0,3055.0,41433.0,3418.0,40748.0,3384.0,40073.0,3548.0,39273.0,3534.0,38931.0,3513.0,38735.0,3558.0,TX-600,13483004.0,13555961.0,13289358.0,12911097.0,13321760.0,13642862.0,17036008.0,18595353.0,18960056.0,44872881.0,27254224.0
Kendall County,IL,266,13,80,186,133,53,0,170.0,3.0,51.0,119.0,88.0,31.0,0.0,157.0,3.0,51.0,106.0,75.0,31.0,0.0,151.0,2.0,65.0,86.0,60.0,26.0,0.0,123.0,10.0,32.0,91.0,69.0,22.0,0.0,94.0,3.0,35.0,59.0,40.0,19.0,0.0,92.0,5.0,22.0,70.0,49.0,21.0,0.0,108.0,5.0,32.0,76.0,49.0,27.0,0.0,133.0,5.0,12.0,121.0,54.0,67.0,0.0,122.0,12.0,24.0,98.0,43.0,55.0,0.0,118.0,3.0,4.0,114.0,53.0,61.0,0.0,1781,1763,1695,1600,1487,1414,1331,1249,1239,1305,1206,4337.0,7415.0,136934.0,3821.0,6533.0,134483.0,3893.0,6280.0,132317.0,2970.0,5678.0,130219.0,2914.0,5536.0,127192.0,2454.0,5647.0,125416.0,3085.0,6598.0,124009.0,3488.0,6889.0,122180.0,3232.0,6578.0,120780.0,3042.0,6616.0,119248.0,23646.0,6830.0,117561.0,46589.0,1217.0,45775.0,1249.0,45078.0,1200.0,44443.0,1218.0,42378.0,980.0,42029.0,1308.0,41683.0,1276.0,41463.0,1581.0,41088.0,1813.0,40930.0,2414.0,40747.0,2294.0,IL-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kennebec County,ME,2702,494,273,2429,1682,732,15,4258.0,370.0,299.0,3959.0,3153.0,791.0,15.0,4411.0,679.0,164.0,4247.0,3276.0,956.0,15.0,2063.0,298.0,0.0,2063.0,1082.0,966.0,15.0,2097.0,248.0,141.0,1956.0,1000.0,941.0,15.0,2106.0,226.0,95.0,2011.0,1105.0,891.0,15.0,2516.0,215.0,98.0,2418.0,1012.0,1391.0,15.0,2280.0,201.0,180.0,2100.0,993.0,1092.0,15.0,2241.0,217.0,120.0,2121.0,1060.0,1049.0,12.0,2372.0,217.0,59.0,2313.0,1085.0,1215.0,13.0,2726.0,244.0,93.0,2633.0,1107.0,1515.0,11.0,992,952,900,813,777,761,744,727,699,691,704,5791.0,14256.0,122546.0,6356.0,14969.0,121516.0,5879.0,14938.0,120229.0,5213.0,14380.0,119763.0,5775.0,14704.0,118525.0,5922.0,15117.0,118001.0,6309.0,15626.0,117730.0,6834.0,16623.0,117507.0,7188.0,17110.0,117239.0,6542.0,16256.0,117441.0,40457.0,15891.0,118014.0,63521.0,9209.0,63140.0,9204.0,62778.0,9326.0,62538.0,9786.0,62997.0,10491.0,62754.0,10649.0,62464.0,10922.0,62225.0,11170.0,61471.0,10642.0,61383.0,9940.0,61220.0,9978.0,ME-500,1389621.0,1229415.0,1734972.0,1260386.0,2577178.0,2684489.0,13792998.0,14625379.0,16062697.0,19013800.0,20850852.0
Kenosha County,WI,3201,513,341,2860,2281,579,0,2940.0,332.0,268.0,2672.0,2100.0,570.0,2.0,3049.0,432.0,195.0,2854.0,2283.0,565.0,6.0,2420.0,278.0,129.0,2291.0,1745.0,541.0,5.0,2708.0,376.0,125.0,2583.0,1997.0,580.0,6.0,2875.0,340.0,94.0,2781.0,1966.0,809.0,6.0,3147.0,285.0,127.0,3020.0,1990.0,1023.0,7.0,3348.0,232.0,137.0,3211.0,2023.0,1181.0,7.0,3445.0,187.0,132.0,3313.0,1939.0,1367.0,7.0,3597.0,238.0,207.0,3390.0,1920.0,1463.0,7.0,3569.0,246.0,123.0,3446.0,1924.0,1515.0,7.0,1219,1175,1110,1020,939,919,896,884,865,857,851,7791.0,17282.0,164672.0,7924.0,17302.0,164647.0,8085.0,18284.0,164733.0,7862.0,18581.0,164484.0,8027.0,19796.0,164528.0,8201.0,20205.0,164150.0,9649.0,22308.0,163655.0,10226.0,23594.0,163001.0,10515.0,24708.0,163058.0,10818.0,24823.0,162948.0,53089.0,24861.0,162383.0,73678.0,4774.0,72897.0,5266.0,72447.0,5742.0,72020.0,6143.0,70755.0,6160.0,70441.0,6330.0,70220.0,6797.0,70050.0,6764.0,69627.0,6633.0,69510.0,7180.0,69476.0,6903.0,WI-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent County,DE,1358,238,238,1120,888,232,0,1245.0,176.0,198.0,1047.0,827.0,220.0,0.0,2369.0,223.0,154.0,2215.0,2002.0,213.0,0.0,1579.0,183.0,0.0,1579.0,1342.0,237.0,0.0,1165.0,267.0,150.0,1015.0,739.0,276.0,0.0,921.0,168.0,95.0,826.0,606.0,220.0,0.0,1082.0,189.0,93.0,989.0,702.0,282.0,5.0,994.0,127.0,58.0,936.0,564.0,372.0,0.0,1070.0,74.0,51.0,1019.0,621.0,398.0,0.0,953.0,80.0,37.0,916.0,529.0,387.0,0.0,901.0,91.0,37.0,864.0,435.0,429.0,0.0,1354,1285,1224,1150,1110,1084,1070,1030,1006,985,985,7969.0,19447.0,182824.0,8394.0,20323.0,180040.0,8899.0,21850.0,177226.0,9223.0,23150.0,174712.0,9654.0,22994.0,173725.0,9339.0,23134.0,171048.0,9646.0,22968.0,169188.0,9661.0,21743.0,167750.0,9407.0,21866.0,166004.0,9997.0,22074.0,164093.0,52966.0,20938.0,162184.0,76325.0,4901.0,74997.0,4944.0,73600.0,4895.0,72211.0,5491.0,73073.0,5774.0,71753.0,5957.0,70576.0,6031.0,69506.0,6125.0,68106.0,5966.0,67315.0,6744.0,66652.0,7510.0,DE-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
